Comments,Surrounding Code Context,Class
This class implements a queue data structure.,"class PriorityQueue {
private:
    vector<int> heap;

    void heapifyUp(int index) {
        while (index > 0 && heap[(index - 1) / 2] < heap[index]) {
            swap(heap[index], heap[(index - 1) / 2]);
            index = (index - 1) / 2;
        }
    }

    void heapifyDown(int index) {
        int maxIndex = index;
        int leftChild = 2 * index + 1;
        int rightChild = 2 * index + 2;

        if (leftChild < heap.size() && heap[leftChild] > heap[maxIndex]) {
            maxIndex = leftChild;
        }
        if (rightChild < heap.size() && heap[rightChild] > heap[maxIndex]) {
            maxIndex = rightChild;
        }

        if (index != maxIndex) {
            swap(heap[index], heap[maxIndex]);
            heapifyDown(maxIndex);
        }
    }

public:
    void push(int value) {
        heap.push_back(value);
        heapifyUp(heap.size() - 1);
    }

    int pop() {
        if (heap.empty()) {
            throw runtime_error(""Priority queue is empty"");
        }
        int top = heap[0];
        heap[0] = heap.back();
        heap.pop_back();
        if (!heap.empty()) {
            heapifyDown(0);
        }
        return top;
    }

    bool empty() const {
        return heap.empty();
    }
};",Not Useful
Generates all possible permutations of a given sequence of elements using a recursive approach.,"def generate_permutations(elements):
    if len(elements) <= 1:
        yield elements
    else:
        for perm in generate_permutations(elements[1:]):
            for i in range(len(elements)):
                yield perm[:i] + elements[0:1] + perm[i:]",Useful
"Finds the longest increasing subsequence in an array using dynamic programming, with O(n^2) time complexity.","fn longest_increasing_subsequence(arr: &[i32]) -> Vec<i32> {
    let n = arr.len();
    let mut dp = vec![1; n];
    let mut prev = vec![None; n];

    for i in 1..n {
        for j in 0..i {
            if arr[i] > arr[j] && dp[i] < dp[j] + 1 {
                dp[i] = dp[j] + 1;
                prev[i] = Some(j);
            }
        }
    }

    let mut max_length = 0;
    let mut max_index = 0;
    for (i, &length) in dp.iter().enumerate() {
        if length > max_length {
            max_length = length;
            max_index = i;
        }
    }

    let mut result = Vec::new();
    let mut current = Some(max_index);
    while let Some(index) = current {
        result.push(arr[index]);
        current = prev[index];
    }
    result.reverse();

    result
}",Useful
This class implements a data structure for storing strings.,"class Trie {
private:
    struct TrieNode {
        unordered_map<char, unique_ptr<TrieNode>> children;
        bool is_end;
        TrieNode() : is_end(false) {}
    };
    unique_ptr<TrieNode> root;

public:
    Trie() : root(make_unique<TrieNode>()) {}
    
    void insert(string word) {
        auto node = root.get();
        for (char c : word) {
            if (!node->children[c]) {
                node->children[c] = make_unique<TrieNode>();
            }
            node = node->children[c].get();
        }
        node->is_end = true;
    }
    
    bool search(string word) {
        auto node = find(word);
        return node && node->is_end;
    }
    
    bool startsWith(string prefix) {
        return find(prefix) != nullptr;
    }

private:
    TrieNode* find(const string& prefix) {
        auto node = root.get();
        for (char c : prefix) {
            if (!node->children[c]) {
                return nullptr;
            }
            node = node->children[c].get();
        }
        return node;
    }
};",Not Useful
Implements Run-Length Encoding (RLE) compression for a given string or sequence of characters.,"def compress_rle(data):
    if not data:
        return """"
    result = []
    count = 1
    current = data[0]
    for char in data[1:]:
        if char == current:
            count += 1
        else:
            result.extend([str(count), current])
            count = 1
            current = char
    result.extend([str(count), current])
    return ''.join(result)",Useful
This function generates numbers asynchronously.,"async function* asyncGenerator(start, end, delay) {
    for (let i = start; i <= end; i++) {
        await new Promise(resolve => setTimeout(resolve, delay));
        yield i;
    }
}

async function useAsyncGenerator() {
    for await (const num of asyncGenerator(1, 5, 1000)) {
        console.log(num);
    }
}",Not Useful
"Implements the Floyd-Warshall algorithm for finding shortest paths between all pairs of vertices in a weighted graph, handling potential absence of edges.","pub fn floyd_warshall(graph: &Vec<Vec<Option<i32>>>) -> Vec<Vec<Option<i32>>> {
    let n = graph.len();
    let mut dist = graph.clone();

    for k in 0..n {
        for i in 0..n {
            for j in 0..n {
                if let (Some(ik), Some(kj)) = (dist[i][k], dist[k][j]) {
                    let new_dist = ik + kj;
                    if dist[i][j].map_or(true, |ij| new_dist < ij) {
                        dist[i][j] = Some(new_dist);
                    }
                }
            }
        }
    }

    dist
}",Useful
"Implements a Bloom filter data structure for probabilistic set membership testing, using multiple hash functions for reduced false positive rates.","class BloomFilter {
private:
    vector<bool> bits;
    vector<function<size_t(const string&)>> hash_functions;
    size_t size;

public:
    BloomFilter(size_t size, vector<function<size_t(const string&)>> hash_functions)
        : bits(size, false), hash_functions(move(hash_functions)), size(size) {}

    void add(const string& item) {
        for (const auto& hash_func : hash_functions) {
            bits[hash_func(item) % size] = true;
        }
    }

    bool might_contain(const string& item) const {
        for (const auto& hash_func : hash_functions) {
            if (!bits[hash_func(item) % size]) {
                return false;
            }
        }
        return true;
    }
};",Useful
This function multiplies two numbers.,"def karatsuba(x, y):
    if x < 10 or y < 10:
        return x * y
    
    n = max(len(str(x)), len(str(y)))
    m = n // 2
    
    high1, low1 = divmod(x, 10**m)
    high2, low2 = divmod(y, 10**m)
    
    z0 = karatsuba(low1, low2)
    z1 = karatsuba((low1 + high1), (low2 + high2))
    z2 = karatsuba(high1, high2)
    
    return (z2 * 10**(2*m)) + ((z1 - z2 - z0) * 10**m) + z0",Not Useful
"Implements the Knuth-Morris-Pratt (KMP) string matching algorithm, returning all starting positions of pattern occurrences in the text.","fn kmp_search(text: &str, pattern: &str) -> Vec<usize> {
    let text = text.as_bytes();
    let pattern = pattern.as_bytes();
    let mut lps = vec![0; pattern.len()];
    let mut len = 0;
    let mut i = 1;

    while i < pattern.len() {
        if pattern[i] == pattern[len] {
            len += 1;
            lps[i] = len;
            i += 1;
        } else if len != 0 {
            len = lps[len - 1];
        } else {
            lps[i] = 0;
            i += 1;
        }
    }

    let mut result = Vec::new();
    let mut i = 0;
    let mut j = 0;

    while i < text.len() {
        if pattern[j] == text[i] {
            i += 1;
            j += 1;
        }

        if j == pattern.len() {
            result.push(i - j);
            j = lps[j - 1];
        } else if i < text.len() && pattern[j] != text[i] {
            if j != 0 {
                j = lps[j - 1];
            } else {
                i += 1;
            }
        }
    }

    result
}",Useful
This class implements a caching mechanism.,"class LFUCache {
private:
    int capacity;
    int minFreq;
    unordered_map<int, pair<int, int>> keyVal;
    unordered_map<int, list<int>::iterator> keyList;
    unordered_map<int, list<int>> freqList;
    
    void update(int key) {
        int freq = keyVal[key].second;
        freqList[freq].erase(keyList[key]);
        freq++;
        freqList[freq].push_back(key);
        keyList[key] = --freqList[freq].end();
        keyVal[key].second = freq;
        if (freqList[minFreq].empty()) minFreq++;
    }

public:
    LFUCache(int capacity) : capacity(capacity), minFreq(0) {}
    
    int get(int key) {
        if (keyVal.count(key) == 0) return -1;
        update(key);
        return keyVal[key].first;
    }
    
    void put(int key, int value) {
        if (capacity == 0) return;
        if (keyVal.count(key)) {
            keyVal[key].first = value;
            update(key);
        } else {
            if (keyVal.size() == capacity) {
                int evict = freqList[minFreq].front();
                keyVal.erase(evict);
                keyList.erase(evict);
                freqList[minFreq].pop_front();
            }
            keyVal[key] = {value, 1};
            freqList[1].push_back(key);
            keyList[key] = --freqList[1].end();
            minFreq = 1;
        }
    }
};",Not Useful
Implements the Viterbi algorithm for finding the most likely sequence of hidden states in a Hidden Markov Model.,"def viterbi(obs, states, start_p, trans_p, emit_p):
    V = [{}]
    path = {}
    
    for y in states:
        V[0][y] = start_p[y] * emit_p[y][obs[0]]
        path[y] = [y]
    
    for t in range(1, len(obs)):
        V.append({})
        newpath = {}
        
        for y in states:
            (prob, state) = max((V[t-1][y0] * trans_p[y0][y] * emit_p[y][obs[t]], y0) for y0 in states)
            V[t][y] = prob
            newpath[y] = path[state] + [y]
        
        path = newpath
    
    (prob, state) = max((V[len(obs) - 1][y], y) for y in states)
    return (prob, path[state])",Useful
